# time=0.305176
x,y,u,v,p,magnitude
0.00007813,0.00007813,0.00000009,-0.00000005,-0.00095558,0.00000010
0.00007813,0.00023437,-0.00000007,-0.00000005,-0.00095098,0.00000009
0.00007813,0.00039063,-0.00000025,0.00000030,-0.00094126,0.00000039
0.00007813,0.00054688,-0.00000045,0.00000102,-0.00093248,0.00000112
0.00007813,0.00070312,-0.00000058,0.00000207,-0.00092407,0.00000215
0.00007813,0.00085938,-0.00000070,0.00000337,-0.00092012,0.00000344
0.00007813,0.00101563,-0.00000076,0.00000484,-0.00091861,0.00000490
0.00007813,0.00117187,-0.00000083,0.00000645,-0.00092264,0.00000650
0.00007813,0.00132813,-0.00000085,0.00000814,-0.00092967,0.00000819
0.00007813,0.00148438,-0.00000089,0.00000990,-0.00094246,0.00000994
0.00007813,0.00164062,-0.00000090,0.00001172,-0.00095831,0.00001175
0.00007813,0.00179688,-0.00000094,0.00001358,-0.00097993,0.00001361
0.00007813,0.00195312,-0.00000095,0.00001549,-0.00100463,0.00001552
0.00007813,0.00210938,-0.00000099,0.00001745,-0.00103516,0.00001748
0.00007813,0.00226562,-0.00000100,0.00001946,-0.00106888,0.00001949
0.00007813,0.00242187,-0.00000105,0.00002153,-0.00110858,0.00002156
0.00007813,0.00257813,-0.00000107,0.00002367,-0.00115168,0.00002370
0.00007813,0.00273438,-0.00000112,0.00002589,-0.00120103,0.00002591
0.00007813,0.00289062,-0.00000115,0.00002819,-0.00125408,0.00002821
0.00007813,0.00304688,-0.00000121,0.00003057,-0.00131374,0.00003060
0.00007813,0.00320313,-0.00000125,0.00003306,-0.00137749,0.00003308
0.00007813,0.00335937,-0.00000132,0.00003565,-0.00144830,0.00003568
0.00007813,0.00351563,-0.00000137,0.00003837,-0.00152368,0.00003839
0.00007813,0.00367188,-0.00000145,0.00004120,-0.00160667,0.00004123
0.00007813,0.00382812,-0.00000151,0.00004418,-0.00169481,0.00004421
0.00007813,0.00398438,-0.00000160,0.00004731,-0.00179120,0.00004734
0.00007813,0.00414063,-0.00000167,0.00005061,-0.00189342,0.00005063
0.00007813,0.00429688,-0.00000178,0.00005408,-0.00200467,0.00005411
0.00007813,0.00445313,-0.00000186,0.00005774,-0.00212257,0.00005777
0.00007813,0.00460937,-0.00000199,0.00006162,-0.00225042,0.00006165
0.00007813,0.00476562,-0.00000210,0.00006573,-0.00238590,0.00006576
0.00007813,0.00492188,-0.00000224,0.00007009,-0.00253242,0.00007013
0.00007813,0.00507813,-0.00000237,0.00007473,-0.00268775,0.00007477
0.00007813,0.00523438,-0.00000255,0.00007967,-0.00285545,0.00007971
0.00007813,0.00539063,-0.00000271,0.00008495,-0.00303339,0.00008500
0.00007813,0.00554687,-0.00000292,0.00009061,-0.00322532,0.00009065
0.00007813,0.00570312,-0.00000313,0.00009668,-0.00342927,0.00009673
0.00007813,0.00585938,-0.00000339,0.00010321,-0.00364922,0.00010327
0.00007813,0.00601563,-0.00000365,0.00011027,-0.00388342,0.00011033
0.00007813,0.00617188,-0.00000398,0.00011793,-0.00413620,0.00011799
0.00007813,0.00632813,-0.00000433,0.00012626,-0.00440612,0.00012633
0.00007813,0.00648438,-0.00000476,0.00013537,-0.00469799,0.00013545
0.00007813,0.00664062,-0.00000523,0.00014539,-0.00501090,0.00014548
0.00007813,0.00679687,-0.00000582,0.00015646,-0.00535036,0.00015657
0.00007813,0.00695313,-0.00000648,0.00016879,-0.00571633,0.00016891
0.00007813,0.00710938,-0.00000732,0.00018262,-0.00611553,0.00018276
0.00007813,0.00726563,-0.00000830,0.00019826,-0.00654947,0.00019844
0.00007813,0.00742188,-0.00000955,0.00021614,-0.00702712,0.00021635
0.00007813,0.00757812,-0.00001106,0.00023677,-0.00755301,0.00023703
0.00007813,0.00773437,-0.00001299,0.00026085,-0.00814050,0.00026117
0.00007813,0.00789063,-0.00001540,0.00028926,-0.00880034,0.00028967
0.00007813,0.00804688,-0.00001850,0.00032318,-0.00955494,0.00032371
0.00007813,0.00820313,-0.00002241,0.00036412,-0.01042805,0.00036480
0.00007813,0.00835938,-0.00002751,0.00041406,-0.01146129,0.00041497
0.00007813,0.00851563,-0.00003413,0.00047572,-0.01270707,0.00047694
0.00007813,0.00867188,-0.00004304,0.00055291,-0.01425172,0.00055459
0.00007813,0.00882813,-0.00005534,0.00065132,-0.01622094,0.00065367
0.00007813,0.00898438,-0.00007321,0.00077990,-0.01883033,0.00078333
0.00007813,0.00914062,-0.00010013,0.00095326,-0.02245086,0.00095850
0.00007813,0.00929687,-0.00014143,0.00119484,-0.02779767,0.00120318
0.00007813,0.00945312,-0.00020010,0.00153639,-0.03631518,0.00154936
0.00007813,0.00960937,-0.00025121,0.00198772,-0.05108438,0.00200353
0.00007813,0.00976562,-0.00010789,0.00234685,-0.07854223,0.00234932
0.00007813,0.00992188,0.00122739,0.00122739,-0.13283791,0.00173579
0.00023437,0.00007813,0.00000008,0.00000008,-0.00096208,0.00000011
0.00023437,0.00023437,-0.00000056,0.00000061,-0.00095603,0.00000083
0.00023437,0.00039063,-0.00000138,0.00000191,-0.00094953,0.00000236
0.00023437,0.00054688,-0.00000213,0.00000402,-0.00094178,0.00000455
0.00023437,0.00070312,-0.00000274,0.00000683,-0.00093707,0.00000736
0.00023437,0.00085938,-0.00000320,0.00001023,-0.00093367,0.00001072
0.00023437,0.00101563,-0.00000354,0.00001407,-0.00093507,0.00001451
0.00023437,0.00117187,-0.00000379,0.00001824,-0.00093891,0.00001863
0.00023437,0.00132813,-0.00000397,0.00002266,-0.00094821,0.00002301
0.00023437,0.00148438,-0.00000412,0.00002728,-0.00096036,0.00002759
0.00023437,0.00164062,-0.00000424,0.00003205,-0.00097820,0.00003233
0.00023437,0.00179688,-0.00000435,0.00003696,-0.00099902,0.00003722
0.00023437,0.00195312,-0.00000447,0.00004201,-0.00102566,0.00004224
0.00023437,0.00210938,-0.00000459,0.00004719,-0.00105541,0.00004742
0.00023437,0.00226562,-0.00000472,0.00005253,-0.00109113,0.00005274
0.00023437,0.00242187,-0.00000488,0.00005803,-0.00113016,0.00005823
0.00023437,0.00257813,-0.00000504,0.00006371,-0.00117539,0.00006391
0.00023437,0.00273438,-0.00000522,0.00006959,-0.00122420,0.00006978
0.00023437,0.00289062,-0.00000542,0.00007568,-0.00127955,0.00007588
0.00023437,0.00304688,-0.00000564,0.00008202,-0.00133883,0.00008221
0.00023437,0.00320313,-0.00000588,0.00008862,-0.00140505,0.00008882
0.00023437,0.00335937,-0.00000615,0.00009551,-0.00147566,0.00009570
0.00023437,0.00351563,-0.00000643,0.00010270,-0.00155372,0.00010290
0.00023437,0.00367188,-0.00000674,0.00011024,-0.00163671,0.00011044
0.00023437,0.00382812,-0.00000707,0.00011814,-0.00172776,0.00011835
0.00023437,0.00398438,-0.00000744,0.00012644,-0.00182439,0.00012666
0.00023437,0.00414063,-0.00000783,0.00013517,-0.00192982,0.00013540
0.00023437,0.00429688,-0.00000827,0.00014438,-0.00204159,0.00014461
0.00023437,0.00445313,-0.00000873,0.00015409,-0.00216304,0.00015434
0.00023437,0.00460937,-0.00000925,0.00016437,-0.00229176,0.00016463
0.00023437,0.00476562,-0.00000980,0.00017525,-0.00243120,0.00017552
0.00023437,0.00492188,-0.00001042,0.00018679,-0.00257903,0.00018708
0.00023437,0.00507813,-0.00001109,0.00019907,-0.00273884,0.00019937
0.00023437,0.00523438,-0.00001183,0.00021214,-0.00290841,0.00021247
0.00023437,0.00539063,-0.00001264,0.00022610,-0.00309151,0.00022646
0.00023437,0.00554687,-0.00001355,0.00024104,-0.00328605,0.00024142
0.00023437,0.00570312,-0.00001457,0.00025707,-0.00349603,0.00025748
0.00023437,0.00585938,-0.00001570,0.00027432,-0.00371960,0.00027477
0.00023437,0.00601563,-0.00001698,0.00029294,-0.00396105,0.00029343
0.00023437,0.00617188,-0.00001844,0.00031310,-0.00421885,0.00031365
0.00023437,0.00632813,-0.00002010,0.00033503,-0.00449774,0.00033563
0.00023437,0.00648438,-0.00002202,0.00035898,-0.00479665,0.00035966
0.00023437,0.00664062,-0.00002425,0.00038527,-0.00512104,0.00038603
0.00023437,0.00679687,-0.00002687,0.00041429,-0.00547059,0.00041516
0.00023437,0.00695313,-0.00002996,0.00044651,-0.00585184,0.00044752
0.00023437,0.00710938,-0.00003368,0.00048255,-0.00626584,0.00048373
0.00023437,0.00726563,-0.00003818,0.00052317,-0.00672100,0.00052456
0.00023437,0.00742188,-0.00004368,0.00056933,-0.00722080,0.00057100
0.00023437,0.00757812,-0.00005045,0.00062224,-0.00777714,0.00062429
0.00023437,0.00773437,-0.00005885,0.00068344,-0.00839818,0.00068596
0.00023437,0.00789063,-0.00006931,0.00075481,-0.00910247,0.00075799
0.00023437,0.00804688,-0.00008239,0.00083872,-0.00990743,0.00084276
0.00023437,0.00820313,-0.00009875,0.00093805,-0.01084492,0.00094323
0.00023437,0.00835938,-0.00011932,0.00105629,-0.01195140,0.00106300
0.00023437,0.00851563,-0.00014529,0.00119763,-0.01328683,0.00120641
0.00023437,0.00867188,-0.00017847,0.00136706,-0.01492983,0.00137866
0.00023437,0.00882813,-0.00022155,0.00157033,-0.01700617,0.00158588
0.00023437,0.00898438,-0.00027847,0.00181326,-0.01969975,0.00183451
0.00023437,0.00914062,-0.00035398,0.00209904,-0.02330827,0.00212868
0.00023437,0.00929687,-0.00044918,0.00241909,-0.02828998,0.00246044
0.00023437,0.00945312,-0.00054122,0.00272645,-0.03532787,0.00277965
0.00023437,0.00960937,-0.00050372,0.00286878,-0.04514848,0.00291267
0.00023437,0.00976562,0.00018774,0.00246657,-0.05725066,0.00247370
0.00023437,0.00992188,0.00348633,0.00103151,-0.06489735,0.00363573
0.00039063,0.00007813,-0.00000027,0.00000029,-0.00097065,0.00000040
0.00039063,0.00023437,-0.00000186,0.00000143,-0.00096406,0.00000235
0.00039063,0.00039063,-0.00000366,0.00000372,-0.00095616,0.00000522
0.00039063,0.00054688,-0.00000532,0.00000710,-0.00095076,0.00000887
0.00039063,0.00070312,-0.00000668,0.00001142,-0.00094589,0.00001323
0.00039063,0.00085938,-0.00000775,0.00001653,-0.00094515,0.00001826
0.00039063,0.00101563,-0.00000855,0.00002226,-0.00094624,0.00002384
0.00039063,0.00117187,-0.00000915,0.00002847,-0.00095242,0.00002990
0.00039063,0.00132813,-0.00000960,0.00003504,-0.00096109,0.00003634
0.00039063,0.00148438,-0.00000996,0.00004191,-0.00097529,0.00004308
0.00039063,0.00164062,-0.00001027,0.00004903,-0.00099229,0.00005009
0.00039063,0.00179688,-0.00001055,0.00005636,-0.00101503,0.00005734
0.00039063,0.00195312,-0.00001084,0.00006391,-0.00104076,0.00006482
0.00039063,0.00210938,-0.00001115,0.00007167,-0.00107243,0.00007253
0.00039063,0.00226562,-0.00001148,0.00007966,-0.00110728,0.00008048
0.00039063,0.00242187,-0.00001185,0.00008789,-0.00114828,0.00008869
0.00039063,0.00257813,-0.00001225,0.00009641,-0.00119272,0.00009718
0.00039063,0.00273438,-0.00001269,0.00010522,-0.00124361,0.00010598
0.00039063,0.00289062,-0.00001318,0.00011436,-0.00129826,0.00011511
0.00039063,0.00304688,-0.00001371,0.00012385,-0.00135975,0.00012461
0.00039063,0.00320313,-0.00001429,0.00013374,-0.00142540,0.00013451
0.00039063,0.00335937,-0.00001493,0.00014406,-0.00149837,0.00014483
0.00039063,0.00351563,-0.00001561,0.00015484,-0.00157600,0.00015563
0.00039063,0.00367188,-0.00001636,0.00016613,-0.00166152,0.00016693
0.00039063,0.00382812,-0.00001717,0.00017796,-0.00175231,0.00017879
0.00039063,0.00398438,-0.00001805,0.00019039,-0.00185167,0.00019124
0.00039063,0.00414063,-0.00001901,0.00020346,-0.00195703,0.00020434
0.00039063,0.00429688,-0.00002005,0.00021722,-0.00207177,0.00021815
0.00039063,0.00445313,-0.00002118,0.00023175,-0.00219338,0.00023272
0.00039063,0.00460937,-0.00002241,0.00024711,-0.00232536,0.00024812
0.00039063,0.00476562,-0.00002376,0.00026336,-0.00246526,0.00026443
0.00039063,0.00492188,-0.00002523,0.00028060,-0.00261670,0.00028173
0.00039063,0.00507813,-0.00002685,0.00029892,-0.00277734,0.00030012
0.00039063,0.00523438,-0.00002863,0.00031842,-0.00295096,0.00031970
0.00039063,0.00539063,-0.00003059,0.00033922,-0.00313535,0.00034060
0.00039063,0.00554687,-0.00003278,0.00036146,-0.00333453,0.00036295
0.00039063,0.00570312,-0.00003521,0.00038531,-0.00354644,0.00038691
0.00039063,0.00585938,-0.00003793,0.00041094,-0.00377539,0.00041268
0.00039063,0.00601563,-0.00004099,0.00043857,-0.00401963,0.00044048
0.00039063,0.00617188,-0.00004447,0.00046845,-0.00428385,0.00047056
0.00039063,0.00632813,-0.00004843,0.00050090,-0.00456670,0.00050323
0.00039063,0.00648438,-0.00005299,0.00053626,-0.00487350,0.00053887
0.00039063,0.00664062,-0.00005828,0.00057499,-0.00520353,0.00057794
0.00039063,0.00679687,-0.00006446,0.00061762,-0.00556304,0.00062097
0.00039063,0.00695313,-0.00007176,0.00066480,-0.00595239,0.00066866
0.00039063,0.00710938,-0.00008046,0.00071734,-0.00637933,0.00072184
0.00039063,0.00726563,-0.00009091,0.00077624,-0.00684609,0.00078155
0.00039063,0.00742188,-0.00010357,0.00084273,-0.00736301,0.00084907
0.00039063,0.00757812,-0.00011902,0.00091830,-0.00793568,0.00092598
0.00039063,0.00773437,-0.00013792,0.00100476,-0.00857908,0.00101419
0.00039063,0.00789063,-0.00016111,0.00110428,-0.00930497,0.00111597
0.00039063,0.00804688,-0.00018953,0.00121933,-0.01013695,0.00123397
0.00039063,0.00820313,-0.00022425,0.00135265,-0.01109843,0.00137111
0.00039063,0.00835938,-0.00026648,0.00150708,-0.01222924,0.00153046
0.00039063,0.00851563,-0.00031760,0.00168522,-0.01357506,0.00171489
0.00039063,0.00867188,-0.00037907,0.00188870,-0.01520663,0.00192637
0.00039063,0.00882813,-0.00045224,0.00211674,-0.01721140,0.00216451
0.00039063,0.00898438,-0.00053705,0.00236309,-0.01971429,0.00242335
0.00039063,0.00914062,-0.00062771,0.00260963,-0.02286231,0.00268406
0.00039063,0.00929687,-0.00069920,0.00281334,-0.02681114,0.00289892
0.00039063,0.00945312,-0.00066818,0.00288297,-0.03158733,0.00295939
0.00039063,0.00960937,-0.00028616,0.00265005,-0.03671835,0.00266545
0.00039063,0.00976562,0.00112733,0.00189513,-0.04030161,0.00220508
0.00039063,0.00992188,0.00519741,0.00067955,-0.03703755,0.00524165
0.00054688,0.00007813,-0.00000100,0.00000046,-0.00098085,0.00000110
0.00054688,0.00023437,-0.00000395,0.00000217,-0.00097050,0.00000451
0.00054688,0.00039063,-0.00000702,0.00000535,-0.00096316,0.00000883
0.00054688,0.00054688,-0.00000979,0.00000982,-0.00095639,0.00001387
0.00054688,0.00070312,-0.00001210,0.00001540,-0.00095346,0.00001958
0.00054688,0.00085938,-0.00001392,0.00002188,-0.00095200,0.00002593
0.00054688,0.00101563,-0.00001531,0.00002909,-0.00095524,0.00003288
0.00054688,0.00117187,-0.00001637,0.00003688,-0.00096068,0.00004035
0.00054688,0.00132813,-0.00001718,0.00004512,-0.00097137,0.00004828
0.00054688,0.00148438,-0.00001784,0.00005372,-0.00098468,0.00005661
0.00054688,0.00164062,-0.00001840,0.00006264,-0.00100356,0.00006528
0.00054688,0.00179688,-0.00001893,0.00007183,-0.00102533,0.00007428
0.00054688,0.00195312,-0.00001946,0.00008129,-0.00105289,0.00008359
0.00054688,0.00210938,-0.00002002,0.00009103,-0.00108355,0.00009321
0.00054688,0.00226562,-0.00002062,0.00010107,-0.00112023,0.00010315
0.00054688,0.00242187,-0.00002128,0.00011142,-0.00116025,0.00011343
0.00054688,0.00257813,-0.00002201,0.00012211,-0.00120657,0.00012408
0.00054688,0.00273438,-0.00002280,0.00013318,-0.00125654,0.00013512
0.00054688,0.00289062,-0.00002368,0.00014467,-0.00131315,0.00014659
0.00054688,0.00304688,-0.00002463,0.00015660,-0.00137378,0.00015853
0.00054688,0.00320313,-0.00002567,0.00016902,-0.00144150,0.00017096
0.00054688,0.00335937,-0.00002681,0.00018198,-0.00151369,0.00018395
0.00054688,0.00351563,-0.00002804,0.00019552,-0.00159350,0.00019752
0.00054688,0.00367188,-0.00002938,0.00020969,-0.00167835,0.00021173
0.00054688,0.00382812,-0.00003083,0.00022453,-0.00177144,0.00022664
0.00054688,0.00398438,-0.00003240,0.00024012,-0.00187025,0.00024230
0.00054688,0.00414063,-0.00003411,0.00025651,-0.00197807,0.00025877
0.00054688,0.00429688,-0.00003596,0.00027377,-0.00209241,0.00027612
0.00054688,0.00445313,-0.00003798,0.00029196,-0.00221666,0.00029442
0.00054688,0.00460937,-0.00004018,0.00031119,-0.00234840,0.00031377
0.00054688,0.00476562,-0.00004257,0.00033152,-0.00249116,0.00033425
0.00054688,0.00492188,-0.00004520,0.00035308,-0.00264258,0.00035596
0.00054688,0.00507813,-0.00004807,0.00037596,-0.00280635,0.00037902
0.00054688,0.00523438,-0.00005123,0.00040030,-0.00298023,0.00040356
0.00054688,0.00539063,-0.00005472,0.00042623,-0.00316808,0.00042973
0.00054688,0.00554687,-0.00005858,0.00045394,-0.00336785,0.00045770
0.00054688,0.00570312,-0.00006288,0.00048360,-0.00358365,0.00048767
0.00054688,0.00585938,-0.00006769,0.00051543,-0.00381365,0.00051985
0.00054688,0.00601563,-0.00007310,0.00054968,-0.00406232,0.00055452
0.00054688,0.00617188,-0.00007922,0.00058667,-0.00432817,0.00059199
0.00054688,0.00632813,-0.00008618,0.00062672,-0.00461618,0.00063262
0.00054688,0.00648438,-0.00009415,0.00067028,-0.00492538,0.00067686
0.00054688,0.00664062,-0.00010337,0.00071782,-0.00526152,0.00072522
0.00054688,0.00679687,-0.00011411,0.00076994,-0.00562444,0.00077835
0.00054688,0.00695313,-0.00012671,0.00082737,-0.00602107,0.00083702
0.00054688,0.00710938,-0.00014164,0.00089098,-0.00645264,0.00090217
0.00054688,0.00726563,-0.00015944,0.00096180,-0.00692796,0.00097493
0.00054688,0.00742188,-0.00018080,0.00104108,-0.00745063,0.00105667
0.00054688,0.00757812,-0.00020655,0.00113028,-0.00803262,0.00114900
0.00054688,0.00773437,-0.00023763,0.00123107,-0.00868156,0.00125379
0.00054688,0.00789063,-0.00027511,0.00134527,-0.00941488,0.00137311
0.00054688,0.00804688,-0.00032006,0.00147477,-0.01024717,0.00150910
0.00054688,0.00820313,-0.00037348,0.00162123,-0.01120507,0.00166370
0.00054688,0.00835938,-0.00043613,0.00178570,-0.01231473,0.00183818
0.00054688,0.00851563,-0.00050816,0.00196778,-0.01361718,0.00203233
0.00054688,0.00867188,-0.00058857,0.00216438,-0.01515465,0.00224298
0.00054688,0.00882813,-0.00067379,0.00236740,-0.01698324,0.00246142
0.00054688,0.00898438,-0.00075439,0.00255995,-0.01915007,0.00266880
0.00054688,0.00914062,-0.00080699,0.00271006,-0.02168445,0.00282766
0.00054688,0.00929687,-0.00077508,0.00276153,-0.02452417,0.00286824
0.00054688,0.00945312,-0.00052519,0.00262481,-0.02740239,0.00267684
0.00054688,0.00960937,0.00024474,0.00218386,-0.02959333,0.00219753
0.00054688,0.00976562,0.00216101,0.00137420,-0.02951268,0.00256094
0.00054688,0.00992188,0.00631527,0.00043828,-0.02465343,0.00633046
0.00070312,0.00007813,-0.00000204,0.00000061,-0.00098778,0.00000213
0.00070312,0.00023437,-0.00000674,0.00000275,-0.00097662,0.00000728
0.00070312,0.00039063,-0.00001130,0.00000664,-0.00096677,0.00001311
0.00070312,0.00054688,-0.00001534,0.00001200,-0.00096104,0.00001947
0.00070312,0.00070312,-0.00001869,0.00001857,-0.00095679,0.00002635
0.00070312,0.00085938,-0.00002135,0.00002613,-0.00095706,0.00003374
0.00070312,0.00101563,-0.00002342,0.00003447,-0.00095933,0.00004168
0.00070312,0.00117187,-0.00002501,0.00004344,-0.00096662,0.00005013
0.00070312,0.00132813,-0.00002625,0.00005292,-0.00097634,0.00005907
0.00070312,0.00148438,-0.00002726,0.00006281,-0.00099145,0.00006847
0.00070312,0.00164062,-0.00002813,0.00007305,-0.00100930,0.00007828
0.00070312,0.00179688,-0.00002895,0.00008361,-0.00103279,0.00008848
0.00070312,0.00195312,-0.00002977,0.00009449,-0.00105927,0.00009907
0.00070312,0.00210938,-0.00003064,0.00010570,-0.00109163,0.00011005
0.00070312,0.00226562,-0.00003156,0.00011724,-0.00112721,0.00012141
0.00070312,0.00242187,-0.00003258,0.00012914,-0.00116894,0.00013319
0.00070312,0.00257813,-0.00003369,0.00014145,-0.00121417,0.00014541
0.00070312,0.00273438,-0.00003491,0.00015419,-0.00126587,0.00015809
0.00070312,0.00289062,-0.00003625,0.00016740,-0.00132142,0.00017128
0.00070312,0.00304688,-0.00003771,0.00018113,-0.00138383,0.00018501
0.00070312,0.00320313,-0.00003930,0.00019541,-0.00145052,0.00019933
0.00070312,0.00335937,-0.00004103,0.00021031,-0.00152456,0.00021428
0.00070312,0.00351563,-0.00004290,0.00022587,-0.00160339,0.00022991
0.00070312,0.00367188,-0.00004494,0.00024215,-0.00169015,0.00024629
0.00070312,0.00382812,-0.00004715,0.00025921,-0.00178233,0.00026346
0.00070312,0.00398438,-0.00004954,0.00027710,-0.00188313,0.00028149
0.00070312,0.00414063,-0.00005214,0.00029590,-0.00199010,0.00030046
0.00070312,0.00429688,-0.00005496,0.00031569,-0.00210653,0.00032044
0.00070312,0.00445313,-0.00005803,0.00033655,-0.00223001,0.00034151
0.00070312,0.00460937,-0.00006136,0.00035856,-0.00236396,0.00036378
0.00070312,0.00476562,-0.00006499,0.00038184,-0.00250604,0.00038733
0.00070312,0.00492188,-0.00006896,0.00040648,-0.00265981,0.00041229
0.00070312,0.00507813,-0.00007331,0.00043262,-0.00282302,0.00043878
0.00070312,0.00523438,-0.00007809,0.00046038,-0.00299940,0.00046696
0.00070312,0.00539063,-0.00008335,0.00048994,-0.00318683,0.00049698
0.00070312,0.00554687,-0.00008917,0.00052147,-0.00338928,0.00052904
0.00070312,0.00570312,-0.00009564,0.00055516,-0.00360482,0.00056334
0.00070312,0.00585938,-0.00010285,0.00059125,-0.00383772,0.00060013
0.00070312,0.00601563,-0.00011095,0.00063002,-0.00408631,0.00063971
0.00070312,0.00617188,-0.00012008,0.00067176,-0.00435530,0.00068241
0.00070312,0.00632813,-0.00013044,0.00071685,-0.00464342,0.00072862
0.00070312,0.00648438,-0.00014228,0.00076570,-0.00495598,0.00077881
0.00070312,0.00664062,-0.00015590,0.00081883,-0.00529237,0.00083353
0.00070312,0.00679687,-0.00017167,0.00087680,-0.00565876,0.00089345
0.00070312,0.00695313,-0.00019009,0.00094033,-0.00605557,0.00095935
0.00070312,0.00710938,-0.00021174,0.00101021,-0.00649036,0.00103217
0.00070312,0.00726563,-0.00023734,0.00108741,-0.00696515,0.00111301
0.00070312,0.00742188,-0.00026775,0.00117300,-0.00748969,0.00120317
0.00070312,0.00757812,-0.00030396,0.00126818,-0.00806861,0.00130409
0.00070312,0.00773437,-0.00034702,0.00137420,-0.00871514,0.00141734
0.00070312,0.00789063,-0.00039799,0.00149227,-0.00943811,0.00154443
0.00070312,0.00804688,-0.00045771,0.00162332,-0.01025604,0.00168661
0.00070312,0.00820313,-0.00052656,0.00176759,-0.01118389,0.00184435
0.00070312,0.00835938,-0.00060398,0.00192407,-0.01224706,0.00201664
0.00070312,0.00851563,-0.00068775,0.00208944,-0.01346661,0.00219972
0.00070312,0.00867188,-0.00077271,0.00225659,-0.01487083,0.00238522
0.00070312,0.00882813,-0.00084835,0.00241227,-0.01647396,0.00255710
0.00070312,0.00898438,-0.00089398,0.00253388,-0.01827602,0.00268695
0.00070312,0.00914062,-0.00086891,0.00258529,-0.02021884,0.00272740
0.00070312,0.00929687,-0.00069264,0.00251331,-0.02214922,0.00260701
0.00070312,0.00945312,-0.00020755,0.00224997,-0.02372401,0.00225952
0.00070312,0.00960937,0.00088176,0.00173628,-0.02432252,0.00194735
0.00070312,0.00976562,0.00307469,0.00099525,-0.02294383,0.00323175
0.00070312,0.00992188,0.00704318,0.00028961,-0.01861775,0.00704913
0.00085938,0.00007813,-0.00000332,0.00000069,-0.00099283,0.00000339
0.00085938,0.00023437,-0.00001006,0.00000316,-0.00097863,0.00001054
0.00085938,0.00039063,-0.00001630,0.00000759,-0.00096911,0.00001798
0.00085938,0.00054688,-0.00002171,0.00001362,-0.00096147,0.00002563
0.00085938,0.00070312,-0.00002618,0.00002093,-0.00095846,0.00003352
0.00085938,0.00085938,-0.00002975,0.00002927,-0.00095744,0.00004174
0.00085938,0.00101563,-0.00003253,0.00003844,-0.00096131,0.00005036
0.00085938,0.00117187,-0.00003469,0.00004827,-0.00096750,0.00005944
0.00085938,0.00132813,-0.00003639,0.00005862,-0.00097889,0.00006900
0.00085938,0.00148438,-0.00003778,0.00006942,-0.00099289,0.00007903
0.00085938,0.00164062,-0.00003901,0.00008059,-0.00101238,0.00008953
0.00085938,0.00179688,-0.00004016,0.00009212,-0.00103472,0.00010049
0.00085938,0.00195312,-0.00004131,0.00010399,-0.00106278,0.00011189
0.00085938,0.00210938,-0.00004251,0.00011621,-0.00109395,0.00012374
0.00085938,0.00226562,-0.00004381,0.00012880,-0.00113109,0.00013605
0.00085938,0.00242187,-0.00004522,0.00014180,-0.00117160,0.00014883
0.00085938,0.00257813,-0.00004677,0.00015522,-0.00121838,0.00016211
0.00085938,0.00273438,-0.00004846,0.00016912,-0.00126885,0.00017593
0.00085938,0.00289062,-0.00005031,0.00018353,-0.00132595,0.00019031
0.00085938,0.00304688,-0.00005233,0.00019851,-0.00138713,0.00020529
0.00085938,0.00320313,-0.00005453,0.00021409,-0.00145539,0.00022093
0.00085938,0.00335937,-0.00005692,0.00023033,-0.00152819,0.00023726
0.00085938,0.00351563,-0.00005952,0.00024729,-0.00160861,0.00025435
0.00085938,0.00367188,-0.00006233,0.00026502,-0.00169415,0.00027225
0.00085938,0.00382812,-0.00006537,0.00028359,-0.00178794,0.00029103
0.00085938,0.00398438,-0.00006868,0.00030307,-0.00188752,0.00031075
0.00085938,0.00414063,-0.00007225,0.00032352,-0.00199613,0.00033149
0.00085938,0.00429688,-0.00007614,0.00034503,-0.00211135,0.00035333
0.00085938,0.00445313,-0.00008035,0.00036768,-0.00223651,0.00037636
0.00085938,0.00460937,-0.00008493,0.00039157,-0.00236926,0.00040067
0.00085938,0.00476562,-0.00008992,0.00041680,-0.00251305,0.00042639
0.00085938,0.00492188,-0.00009536,0.00044349,-0.00266561,0.00045363
0.00085938,0.00507813,-0.00010131,0.00047177,-0.00283056,0.00048252
0.00085938,0.00523438,-0.00010784,0.00050177,-0.00300572,0.00051322
0.00085938,0.00539063,-0.00011502,0.00053365,-0.00319491,0.00054591
0.00085938,0.00554687,-0.00012296,0.00056760,-0.00339612,0.00058076
0.00085938,0.00570312,-0.00013175,0.00060381,-0.00361340,0.00061802
0.00085938,0.00585938,-0.00014154,0.00064252,-0.00384497,0.00065793
0.00085938,0.00601563,-0.00015249,0.00068399,-0.00409524,0.00070078
0.00085938,0.00617188,-0.00016480,0.00072851,-0.00436272,0.00074692
0.00085938,0.00632813,-0.00017872,0.00077644,-0.00465232,0.00079675
0.00085938,0.00648438,-0.00019457,0.00082817,-0.00496302,0.00085072
0.00085938,0.00664062,-0.00021270,0.00088415,-0.00530041,0.00090938
